nct_id,intervention_type,intervention_name
NCT07207395,DRUG,JBI-802
NCT07207395,DRUG,Pembrolizumab
NCT05384769,PROCEDURE,Liquid Biopsy
NCT05384769,PROCEDURE,Low Dose Computed Tomography of the Chest
NCT05384769,OTHER,Survey Administration
NCT07039669,DRUG,611
NCT07039669,DRUG,Placebo
NCT06968442,PROCEDURE,Venipuncture
NCT07620951,DRUG,[14C]Zorifertinib Oral Formulation
NCT05778253,DIAGNOSTIC_TEST,WES and ctDNA detection
NCT04665739,PROCEDURE,Biospecimen Collection
NCT04665739,PROCEDURE,Computed Tomography
NCT04665739,DRUG,Everolimus
NCT04665739,OTHER,Fludeoxyglucose F-18
NCT04665739,DRUG,Lutetium Lu 177 Dotatate
NCT04665739,PROCEDURE,Magnetic Resonance Imaging
NCT04665739,PROCEDURE,Positron Emission Tomography
NCT04665739,PROCEDURE,Single Photon Emission Computed Tomography
NCT04665739,OTHER,Survey Administration
NCT05809856,DEVICE,GrOwnValve - novel heart valve replacement approach
NCT07284602,DRUG,Deupirfenidone
NCT07284602,DRUG,Pirfenidone (PFD)
NCT06748937,DRUG,Alpibectir 45 mg once daily (OD) plus Ethionamide 125 mg OD
NCT06748937,DRUG,Alpibectir 45 mg OD plus Ethionamide 250 mg OD
NCT06748937,DRUG,"Isoniazid, rifampicin, pyrazinamide and ethambutol fixed dose combination, weight based"
NCT06748937,DRUG,Alpibectir 45 mg OD plus Ethionamide 250 mg OD plus Rifampicin 10 mg/kg OD plus Ethambutol 20 mg/kg OD plus Pyrazinamide 25 mg/kg OD
NCT05204888,DEVICE,myAirvo3
NCT05204888,DEVICE,Pulse oximeter
NCT04746183,DRUG,CST-2: EIDD-2801
NCT04746183,DRUG,CST-2: Placebo
NCT04746183,DRUG,Nitazoxanide
NCT04746183,DRUG,VIR-7832
NCT04746183,DRUG,VIR-7831
NCT04746183,DRUG,CST-5: Placebo
NCT04746183,DRUG,Favipiravir
NCT04746183,DRUG,Molnupiravir
NCT04746183,DRUG,Paxlovid
NCT04746183,DRUG,ALG-097558
NCT04746183,DRUG,ALG-097558 and Remdesivir
NCT04746183,DRUG,NHS standard of care as per COVID-19 treatment guidelines
NCT04746183,DRUG,Placebo
NCT05257551,OTHER,Observation
NCT06235645,DIAGNOSTIC_TEST,Lung ultrasound (LUS)
NCT03581370,DRUG,1 hour infusion
NCT03581370,DRUG,4 hours infusion
NCT05445583,BEHAVIORAL,Motivational Enhancement System (MES)
NCT05445583,BEHAVIORAL,Supportive Accountability (SA)
NCT05445583,BEHAVIORAL,Text Messaging (SMS)
NCT05445583,BEHAVIORAL,Physical Activity Tracking (PAT)
NCT06950294,DRUG,High dose inhaled nitric oxide
NCT06950294,OTHER,Sham treatment
NCT06950294,OTHER,standard therapy
NCT05442060,BIOLOGICAL,30 μg OBI-833/100 μg OBI-821
NCT05442060,DRUG,Erlotinib (150 mg daily)
NCT05103670,PROCEDURE,Ventilation/Perfusion PET/CT with Galligas and 68Ga-MAA
NCT07431229,DIETARY_SUPPLEMENT,nitrate-rich beetroot juice/placebo beetroot juice
NCT05753722,BIOLOGICAL,PRTH-101
NCT05753722,BIOLOGICAL,Pembrolizumab
NCT06869122,DEVICE,Ablation
NCT06327594,DIAGNOSTIC_TEST,ultrasound scan
NCT06327594,DIAGNOSTIC_TEST,CT/MRI scan
NCT04930432,DRUG,MCLA-129
NCT05937906,DRUG,Phase I - Mirdametinib - Level 1
NCT05937906,DRUG,Phase II - Mirdametinib
NCT05937906,DRUG,Phase I - Mirdametinib - Level 2
NCT05937906,DRUG,Phase I - Mirdametinib - Level 3
NCT05937906,DRUG,Phase I - Mirdametinib - Level 4
NCT05671198,DIAGNOSTIC_TEST,Ultrasound of the diaphragm
NCT07140315,DRUG,[18F]DK222 radiotracer
NCT07003321,DRUG,HRS-4508 tablet
NCT07010263,DRUG,AK112
NCT07010263,OTHER,Placebo
NCT03655015,PROCEDURE,Lung Tumor Resection
NCT06966752,OTHER,NIPPV
NCT06966752,OTHER,CPAP
NCT07216404,PROCEDURE,Biospecimen Collection
NCT07216404,OTHER,Counseling
NCT07216404,OTHER,Interview
NCT07216404,DRUG,Psilocybin
NCT07216404,OTHER,Survey Administration
NCT06780826,DRUG,Atezolizumab
NCT06780826,DRUG,Etoposide
NCT06780826,DRUG,Carboplatin
NCT07662655,DEVICE,Percutaneous Pulmonary Artery Denervation (PADN)
NCT07662655,DRUG,Control group (receiving standard medical therapy alone)
NCT04236726,OTHER,Questionnaire
NCT03778814,BIOLOGICAL,TCR-T cells
NCT05515484,OTHER,prone position with airbags
NCT05515484,OTHER,prone position without airbags
NCT07269743,DRUG,Types of drugs being delivered as aerosol therapy
NCT05724004,RADIATION,SBRT/SRS/radiation therapy
NCT05703919,DRUG,Titrated Oxygen
NCT05703919,DRUG,Standard Oxygen
NCT05906030,DIAGNOSTIC_TEST,Diaphragm ultrasound
NCT06145828,DEVICE,Cytokine Adsorption
NCT06477419,DRUG,Sacituzumab govitecan-hziy
NCT06959719,PROCEDURE,Air Entrainment - intentional introduction of the atmospheric air into the pleural space.
NCT03762395,DRUG,CXA-10
NCT03762395,DRUG,Matching Placebo
NCT06475781,DRUG,Mirivadelgat
NCT06475781,DRUG,placebo
NCT05545930,PROCEDURE,Hand Wrung
NCT05545930,DEVICE,ProCell Wrung
NCT07104630,BEHAVIORAL,Pulmonary Rehabilitation (PR)
NCT07104630,OTHER,No intervention: Usual care
NCT07016230,DRUG,Tarlatamab
NCT05775939,OTHER,Fludeoxyglucose F-18
NCT05775939,PROCEDURE,Positron Emission Tomography
NCT05775939,PROCEDURE,Computed Tomography
NCT05775939,OTHER,Questionnaire Administration
NCT06429475,DRUG,Budesonide/formoterol
NCT06429475,DRUG,standard of care
NCT07425795,DRUG,Tislelizumab Combined With Chemotherapy
NCT06568939,DRUG,Telisotuzumab Vedotin
NCT05591118,DRUG,Anticoagulant Therapy
NCT05591118,DEVICE,Catheter-Directed Therapy
NCT07623590,OTHER,PEEP titrations
NCT07624487,DRUG,Aumolertinib combined with phased chemotherapy (pemetrexed and carboplatin)
NCT05557552,RADIATION,standar thoracic RT dose
NCT05557552,RADIATION,decreased thoracic RT dose
NCT05767671,OTHER,Non-Bronchoscopic Mini Bronchoalveolar Lavage
NCT06467864,PROCEDURE,bronchoscope
NCT04898114,DRUG,Magnesium sulfate
NCT04898114,DRUG,Sildenafil Citrate
NCT04898114,OTHER,Isotonic saline
NCT07197164,DRUG,Remdesivir (RDV)
NCT07003399,OTHER,Diaphragmatic Ultrasound and EMG Assessment
NCT07407543,DRUG,SRN001
NCT07407543,DRUG,0.9% sodium chloride (normal saline)
NCT03035097,OTHER,Biorepository
NCT06585020,DRUG,Arikayce
NCT06585020,DRUG,standard treatment
NCT06278662,OTHER,video directly observed therapy (vDOT)
NCT04665674,OTHER,Standard of care
NCT05852990,COMBINATION_PRODUCT,Glutamine plus L. reuteri
NCT06107608,PROCEDURE,FAPI PET/CT
NCT05703191,DEVICE,Nitric Oxide Generator and Delivery System
NCT07011810,BIOLOGICAL,Axatilimab
NCT07011810,PROCEDURE,Biospecimen Collection
NCT07011810,OTHER,Questionnaire Administration
NCT07011810,PROCEDURE,Skin Biopsy
NCT07011810,PROCEDURE,Skin Measurement
NCT07085182,DRUG,SBRT combined with Tislelizumab followed by Tislelizumab
NCT04079179,DRUG,Cobimetinib
NCT04616313,DIAGNOSTIC_TEST,Hyperpolarized Xenon-129 MRI of the lungs
NCT04616313,DIAGNOSTIC_TEST,Computed Tomography (CT)
NCT04616313,DIAGNOSTIC_TEST,Pulmonary Function Tests (PFT)
NCT04616313,DIAGNOSTIC_TEST,Cardiopulmonary exercise testing (CPET)
NCT04616313,DIAGNOSTIC_TEST,Sputum analysis
NCT04616313,DIAGNOSTIC_TEST,Blood analysis
NCT04616313,OTHER,Questionnaires
NCT05388682,DEVICE,Percutaneous transluminal pulmonary angioplasty
NCT05835479,DRUG,Co-Trimoxazole
NCT05835479,DRUG,Rezafungin Acetate / Co Trimoxazole
NCT02133196,DRUG,Aldesleukin
NCT02133196,DRUG,Fludarabine
NCT02133196,DRUG,Cyclophosphamide
NCT02133196,BIOLOGICAL,Young TIL
NCT05608668,DEVICE,Pro2 - 60% of participant's MIP
NCT05608668,DEVICE,Pro2 - 15% of participant's MIP
NCT07154290,DRUG,Ubamatamab
NCT07154290,DRUG,REGN7075
NCT07154290,DRUG,Sarilumab
NCT07591389,BEHAVIORAL,The radon app
NCT05696782,DRUG,Durvalumab
NCT05696782,OTHER,the EORTC Core Quality of Life Questionnaire (EORTC QLQ-C30)
NCT05696782,DIAGNOSTIC_TEST,COPD Assessment Test (CAT)
NCT05696782,DIAGNOSTIC_TEST,Modified Medical Research Council (mMRC) dyspnea scale
NCT06790797,OTHER,In vitro stimulation of Pbmc with tumor antigen nanoparticles
NCT04086082,DEVICE,Markerless Image Guidance
NCT05566483,BEHAVIORAL,Exercise
NCT07320066,OTHER,other
NCT05898529,DIAGNOSTIC_TEST,Rapid antigen test
NCT07391670,DRUG,SC durvalumab + rHu
NCT07391670,DRUG,IV durvalumab
NCT07391670,DRUG,Tremelimumab
NCT06174922,DRUG,Prednisolone
NCT06174922,DRUG,Itraconazole
NCT06980272,DRUG,SSGJ-707
NCT06980272,DRUG,Pembrolizumab
NCT07181720,BIOLOGICAL,CD70-targeted CAR-T cells
NCT06498479,DRUG,HS-20093
NCT06498479,DRUG,Topotecan
NCT06967805,BIOLOGICAL,MTX-463
NCT06967805,OTHER,Placebo
NCT06057766,OTHER,Physical activity tele coaching program
NCT06152653,DRUG,n-acetylcystine (NAC)+ albuterol
NCT06152653,DEVICE,AeroEclipse-VersaPAP System
NCT07444437,BIOLOGICAL,LM103 TILs Injection
NCT07444437,BIOLOGICAL,PD-1 / PD-L1 monoclonal antibody
NCT06362746,DRUG,Non-immunogenic recombinant staphylokinase
NCT06362746,DRUG,Placebo
NCT07530770,DRUG,Fasenra
NCT06045702,PROCEDURE,Epididymal sample
NCT06853145,DRUG,Hyperpolarized Xe129
NCT06448572,DRUG,EXL01
NCT05906472,OTHER,Feeds continued
NCT05906472,OTHER,Feeds held
NCT06632327,PROCEDURE,Surgical Procedure
NCT06632327,DRUG,Cisplatin
NCT06632327,DRUG,Carboplatin
NCT06632327,DRUG,Pemetrexed
NCT06632327,DRUG,Gemcitabine
NCT06632327,DRUG,Docetaxel
NCT06632327,DRUG,Vinorelbine
NCT06632327,DRUG,Nivolumab
NCT06632327,DRUG,Pembrolizumab
NCT06632327,DRUG,Atezolizumab
NCT06632327,PROCEDURE,Computed Tomography
NCT06632327,PROCEDURE,Magnetic Resonance Imaging
NCT06632327,PROCEDURE,Positron Emission Tomography
NCT07423169,RADIATION,Partial Tumor Irradiation
NCT06252129,OTHER,Subjects undergoing a lung specimen lymph node dissection
NCT06252129,OTHER,Control group
NCT06960382,DRUG,ALUTARD SQ® Felis domesticus
NCT03539705,OTHER,There is no intervention
NCT06478108,DEVICE,IRSW-MIM
NCT06168162,OTHER,titated PEEP to best static compliance
NCT06735976,DEVICE,PAVM Embolization
NCT06735976,DEVICE,PAVM Embolization with a LOBO™ device
NCT07070518,DRUG,GV20-0251
NCT05748093,DRUG,Cobicistat
NCT07489716,DRUG,SHR-1826
NCT07223047,DRUG,BMS-986523
NCT07223047,DRUG,Gemcitabine
NCT07223047,DRUG,Nab-Paclitaxel
NCT07223047,DRUG,Cetuximab
NCT07223047,DRUG,Pembrolizumab
NCT06941948,OTHER,PSQI
NCT07430943,OTHER,Street Racket
NCT03105843,DRUG,Methacholine (MCh) Challenge Testing
NCT03105843,DIAGNOSTIC_TEST,Eucapneic Voluntary Hyperventilation (EVH)
NCT03105843,DRUG,Mannitol Inhalation Kit
NCT05799274,DRUG,RAD301 ([68Ga]-RAD301)
NCT05978284,BIOLOGICAL,ZG006
NCT07223255,OTHER,Mediterranean diet
NCT07363304,DRUG,"Elexacaftor, Tezacaftor, Ivacaftor"
NCT06876948,DIAGNOSTIC_TEST,"Psychological tests, EEG, Magnetic Resonance"
NCT02421718,RADIATION,Radiotherapy
NCT06182748,OTHER,Training on eccentric ergocycle
NCT06182748,OTHER,Training on concentric ergocycle
NCT07228026,DEVICE,fenoTRACK Device
NCT07690917,DIAGNOSTIC_TEST,Biograph Vision Quadra scanner
NCT07690917,DIAGNOSTIC_TEST,PET/CT
NCT06973031,DEVICE,Globe Pulsed Field System
NCT06788912,BIOLOGICAL,Pembrolizumab (neoadjuvant)
NCT06788912,DRUG,Cisplatin
NCT06788912,DRUG,Gemcitabine
NCT06788912,DRUG,Pemetrexed
NCT06788912,DRUG,Sacituzumab tirumotecan
NCT06788912,DRUG,H1 receptor antagonist
NCT06788912,DRUG,H2 receptor antagonist
NCT06788912,DRUG,Acetaminophen (or equivalent)
NCT06788912,DRUG,Dexamethasone (or equivalent)
NCT06788912,DRUG,Carboplatin
NCT06788912,BIOLOGICAL,Pembrolizumab (adjuvant)
NCT06788912,DRUG,Paclitaxel
NCT06788912,DRUG,Steroid mouthwash (dexamethasone or equivalent)
NCT04624373,OTHER,Molecular analysis of surnatant
NCT07670494,DEVICE,Volume-Controlled Ventilation (VCV)
NCT07670494,DEVICE,Pressure-Regulated Volume Control (PRVC)
NCT06776601,BEHAVIORAL,Full process digital therapy intervention package
NCT05188612,COMBINATION_PRODUCT,Observational (registry)
NCT05623319,DRUG,Pembrolizumab/Olaparib
NCT06441773,PROCEDURE,Respiratory Rehabilitation
NCT07275905,BIOLOGICAL,AchromoPhage
NCT07473128,DRUG,Trilaciclib
NCT07473128,DRUG,Saline (0.9% NaCl)
NCT06716437,BEHAVIORAL,Prehabilitation
NCT05504837,BIOLOGICAL,KB407 (Nebulization)
NCT06256237,DRUG,JS004
NCT06256237,DRUG,Toripalimab
NCT06256237,PROCEDURE,surgery
NCT06256237,DRUG,Etoposide
NCT06256237,DRUG,Platinum
NCT04344912,OTHER,Data collection
NCT06638528,OTHER,Walking apnea at High Lung Volume
NCT06638528,OTHER,Walking normal breathing
NCT06785337,DRUG,Inhaled nitroglycerin
NCT06598930,OTHER,Routine follow-up
NCT06598930,OTHER,Intensive follow-up
NCT05930665,DRUG,Cadonilimab+Bevacizumab+Pemetrexed+Carboplatin
NCT06783101,BEHAVIORAL,Use of smart inhaler to enhance asthma inhaler proficiency
NCT05746039,DRUG,Semaglutide Pen Injector
NCT07569419,DRUG,Linaclotide 290 micrograms
NCT07569419,DRUG,Lactose placebo pill
NCT06404892,PROCEDURE,Single-lung ventilation
NCT05394831,DRUG,JIN-A02
NCT06784739,OTHER,Blood sampling
NCT06784739,OTHER,Mucosal sampling
NCT06784739,DIAGNOSTIC_TEST,PCR-test
NCT03953144,DEVICE,Synapse 3D Lung Modelling
NCT03953144,DRUG,IC-Green (ICG)
NCT06480864,DRUG,Adebrelimab Injection
NCT06480864,DRUG,Apatinib Mesylate Tablets
NCT06480864,DRUG,Carboplatin
NCT06480864,DRUG,Cisplatin
NCT06480864,DRUG,Etoposide
NCT06634199,DRUG,Durvalumab
NCT04814407,DIAGNOSTIC_TEST,Blood-derived DNA methylation detection
NCT04804644,PROCEDURE,Biospecimen Collection
NCT04804644,PROCEDURE,Magnetic Resonance Imaging
NCT04804644,DRUG,Memantine Hydrochloride
NCT04804644,OTHER,Neurocognitive Assessment
NCT04804644,RADIATION,Stereotactic Radiosurgery
NCT04804644,OTHER,Survey Administration
NCT04804644,RADIATION,Whole-Brain Radiotherapy
NCT06351345,DRUG,129Xe Hyperpolarized
NCT04959175,DRUG,Mycophenolate Mofetil
NCT04959175,PROCEDURE,Allogeneic HSCT
NCT04959175,DRUG,Fludarabine
NCT04959175,DRUG,Sirolimus
NCT04959175,DRUG,Filgrastim
NCT04959175,DRUG,Cyclophosphamide
NCT04959175,DRUG,Mesna
NCT04959175,PROCEDURE,Total Body Irradiation (TBI)
NCT05085028,DRUG,Pembrolizumab 25 MG/ML [Keytruda]
NCT07170800,DRUG,JDB0131 100mg
NCT07170800,DRUG,JDB0131 200mg
NCT07170800,DRUG,Delamanid (D)
NCT04591002,DRUG,Osimertinib 80 MG
NCT05245500,DRUG,MRTX1719
NCT05962164,BEHAVIORAL,Passive Heat Therapy
NCT05962164,BEHAVIORAL,Sham Immersion
NCT04427566,RADIATION,Radiation therapy
NCT07056556,DRUG,BL-M09D1
NCT06007937,DRUG,Lorlatinib
NCT06007937,DRUG,Ramucirumab
NCT07490041,BIOLOGICAL,KN5601
NCT06821451,DEVICE,Bronchoscopic navigation robot
NCT06821451,DEVICE,Conventional electromagnetic navigation bronchoscope
NCT04018729,DEVICE,Zephyr Endobronchial Valve
NCT04018729,BIOLOGICAL,Marrow-derived mesenchymal stromal cell
NCT05587439,GENETIC,Data and Specimen Collection
NCT05736029,OTHER,"blood, stool and tissue samples collection"
NCT07175077,DEVICE,7t MRI
NCT07379242,DIAGNOSTIC_TEST,The lung recruitment potential assessed and PEEP titration by ventilator and 2D/3D EIT
NCT04367857,OTHER,COVID-19 Serology
NCT04367857,BEHAVIORAL,Health Care Worker Survey
NCT07525427,DRUG,"Bedaquiline, pretomanid and TBD09"
NCT07525427,DRUG,"Bedaquiline, pretomanid and linezolid"
NCT05255302,DRUG,Pembrolizumab before randomization
NCT05255302,DRUG,Chemotherapy
NCT05255302,DRUG,Pemetrexed
NCT05255302,DRUG,Pembrolizumab after randomization
NCT05427136,DIAGNOSTIC_TEST,Lung function measurements
NCT05427136,DIAGNOSTIC_TEST,Breath Analysis
NCT05427136,DIAGNOSTIC_TEST,Magnetic resonance imaging (MRI)
NCT05427136,OTHER,Standardized interview to assess respiratory symptoms
NCT05427136,OTHER,"Data collection for assessment of clinical parameters and cumulative doses to chemotherapy, radiation, surgery and HSCT"
NCT05427136,OTHER,Collection of genetic samples
NCT06801834,DRUG,Sacituzumab Govitecan (SG)
NCT06801834,DRUG,Topotecan
NCT06801834,DRUG,Amrubicin (Japan only)
NCT06801834,DRUG,Lurbinectedin (regions/countries where approved and available)
NCT07371663,DRUG,TCC1727 tablet 90mg
NCT07371663,DRUG,TCC1727 tablet 120mg
NCT07371663,DRUG,TCC1727 tablet 160mg
NCT07371663,COMBINATION_PRODUCT,benmelstobart Injection
NCT04696575,BIOLOGICAL,Atezolizumab
NCT04696575,DRUG,Carboplatin
NCT04696575,DRUG,Etoposide
NCT04696575,DRUG,Lamivudine
NCT07716787,PROCEDURE,Recruitment Maneuver
NCT07716787,PROCEDURE,Positive End-Expiratory Pressure Adjustment
NCT06493877,OTHER,Retraining program after thoracic surgery
NCT05989698,DEVICE,C-mo System
NCT06800339,DRUG,Nivolumab
NCT06800339,DRUG,Chemotherapy
NCT06800339,RADIATION,SBRT
NCT06800339,PROCEDURE,Surgical Resection
NCT06655428,DEVICE,Endobronchial Therman Liquid Ablation (ETLA)
NCT06195267,DRUG,Sivelestat
NCT06195267,DRUG,Blank control
NCT07059767,DRUG,ETH47
NCT07059767,DRUG,Placebo
NCT06667700,DRUG,Molnupiravir
NCT06667700,DRUG,Placebo
NCT04736732,OTHER,Medical follow-up
NCT05495698,DRUG,single-inhaler triple therapy (Trimbow)
NCT05495698,DEVICE,E-health application: Curavista app & FindAir e-device
NCT05495698,DRUG,multi-inhaler triple therapy (Qvar + Bevespi)
NCT07627399,OTHER,BEST CARE ICTUS_HC BUNDLE
NCT07258875,DIAGNOSTIC_TEST,Venous Excess Ultrasound
NCT07258875,OTHER,Standard of Care (SOC)
NCT06758401,DRUG,Sigvotatug Vedotin
NCT06758401,DRUG,Pembrolizumab
NCT07038343,DRUG,AVZO-1418
NCT07038343,DRUG,Combination Agent 1
NCT07038343,DRUG,Combination Agent 2
NCT05692635,DIAGNOSTIC_TEST,MRI of the Brain
NCT05692635,OTHER,Blood draws
NCT05692635,OTHER,Quality of Life Questionnaires
NCT05692635,DRUG,Gadolinium
NCT07151040,DRUG,TH9619
NCT07160868,DEVICE,Continuous positive airway pressure (CPAP)
NCT05607108,DRUG,ZEN003694
NCT07161908,DEVICE,Pulse oximeter
NCT04700358,OTHER,Blood sampling
NCT06612840,DRUG,GNC-077
NCT06483347,DRUG,"ipilimumab+pembrolizumab or ipilimumab+durvalumab, idarubicin, bevacizumab"
NCT06702826,DRUG,Cadonilimab combined with SRS
NCT06249282,PROCEDURE,Biopsy
NCT06249282,PROCEDURE,Biospecimen Collection
NCT06249282,DRUG,Carfilzomib
NCT06249282,PROCEDURE,Computed Tomography
NCT06249282,PROCEDURE,Echocardiography
NCT06249282,PROCEDURE,Magnetic Resonance Imaging
NCT06249282,DRUG,Sotorasib
NCT06979323,BIOLOGICAL,Depemokimab
NCT06243003,RADIATION,HA-WBRT plus SBRT
NCT04469842,DRUG,Tacrolimus Extended Release Oral Tablet [Envarsus]
NCT04469842,DRUG,Tacrolimus
NCT04469842,DRUG,Mycophenolate Mofetil Hydrochloride
NCT04469842,DRUG,Prednisone
NCT04469842,DRUG,Azathioprine
NCT07725510,DIAGNOSTIC_TEST,Ex Vivo Confocal Laser Endomicroscopy (CLE) Imaging and Interpretation
NCT07725510,DIAGNOSTIC_TEST,Rapid On-Site Evaluation (ROSE) Imaging and Interpretation
NCT05406570,PROCEDURE,Standardized ventilation
NCT05406570,PROCEDURE,Personalized ventilation
NCT06947460,DRUG,CD19-BCMA CAR-T cells infusion
NCT05354596,PROCEDURE,STRICT LUNG
NCT05354596,PROCEDURE,STAR LUNG
NCT05745961,RADIATION,TSPO PET scan (11C-PBR28)
NCT07655180,DRUG,COVID-19 mRNA vaccine
NCT07655180,DRUG,VYD2311
NCT07655180,DRUG,Placebo (Normal Saline)
NCT05050617,DIAGNOSTIC_TEST,Point-of-care echocardiography
NCT05539482,BEHAVIORAL,Community-based Health Education based on core intervention package
NCT05539482,BEHAVIORAL,Health Information Sharing Group
NCT07061379,DRUG,Carboplatin/Cisplatin+Pemetrexed+Pembrolizumab/Cemiplimab for 4 cycles and then maintenance with Pemetrexed+Pembrolizumab/Cemiplimab up to 2 years or disease progression or unacceptable toxicity
NCT07061379,DRUG,Carboplatin/Cisplatin+Pemetrexed+Nivolumab+Ipilimumab for 2 cycles and then maintenance with Nivolumab q21 and Ipilimumab q42 up to 2 years or disease progression or unacceptable toxicity
NCT06906926,RADIATION,Certain imaging assessments can be non-Standard of Care
NCT04278404,DRUG,"The POP02 study is collecting bodily fluid samples (i.e., whole blood, effluent samples) of children prescribed the following drugs of interest per standard of care:"
NCT06516848,OTHER,High Intensity Inspiratory Muscle Training Group (H-IMT)
NCT06516848,OTHER,Low Intensity Inspiratory Muscle Training Group (L-IMT)
NCT07174076,DRUG,cordyceps sinesis capsule
NCT07174076,DRUG,cordyceps sinesis capsule placebo
NCT05361174,BIOLOGICAL,IOV-4001
NCT07486206,OTHER,Standard ILD Follow-Up Pathway
NCT07486206,OTHER,Optimized One-Day ILD Follow-Up Circuit
NCT02592291,DEVICE,MHealth
NCT07116460,DEVICE,Austin Air Cleaner
NCT06745882,DRUG,Cisplatin
NCT06745882,DRUG,Carboplatin
NCT06745882,DRUG,Pemetrexed
NCT06745882,DRUG,Pembrolizumab
NCT06745882,DRUG,Abraxane
NCT06745882,DRUG,Paclitaxel
NCT06056115,DRUG,"Tislelizumab,Platinum"
NCT05104515,BIOLOGICAL,OVM-200
NCT06528743,RADIATION,"RT (5x6 Gy) to the primary tumor and, if indicated, to lymph node and/or distant metastases."
NCT07271225,DEVICE,Press Needle
NCT07271225,DEVICE,Sham Press Needle
NCT05102110,DIAGNOSTIC_TEST,Oricol Test
NCT05718323,DRUG,Niraparib
NCT06321497,DEVICE,Extracorporeal carbon dioxide removal
NCT06731413,DRUG,Reduced Dose of Chemotherapy and Immunotherapy
NCT06169488,PROCEDURE,Lumbar Interbody Fusion
NCT06169488,BEHAVIORAL,Multidisciplinary rehabilitation
NCT06421298,DRUG,Tafolecimab
NCT06421298,DRUG,Sintilimab
NCT06421298,DRUG,Nab paclitaxel
NCT06421298,DRUG,Docetaxel
NCT06421298,DRUG,Gemcitabine
NCT05167487,DRUG,Cisplatin
NCT05167487,DRUG,Carboplatin
NCT07098884,DIAGNOSTIC_TEST,AI model
NCT07407933,DRUG,YL201
NCT07407933,DRUG,Atezolizumab
NCT06703814,OTHER,Intraoperative flow-controlled ventilation strategy
NCT06703814,OTHER,Intraoperative pressure-controlled ventilation strategy
NCT06998706,BIOLOGICAL,REGEND001 Autologous Basal Layer Stem Cell Suspension
NCT06792552,DRUG,SIM0505 for injection
NCT06839248,OTHER,24-hour clear liquid diet
NCT06839248,OTHER,Standard fasting guidelines
NCT07565987,RADIATION,SBRT in stage III NSCLC
NCT07637448,DRUG,EGFR-TKIs Combined with PD-1 Monoclonal Antibody
NCT06727864,DRUG,4-month regimen (2HERZ/2HRE)
NCT06727864,DRUG,6-month (2HERZ/4HRE)
NCT05578326,DRUG,Trilaciclib
NCT05578326,DRUG,Lurbinectedin
NCT06630611,BIOLOGICAL,NMA-LD regimen
NCT06630611,BIOLOGICAL,Tumor infiltrating lymphocytes adoptive cell therapy (TIL-ACT) infusion
NCT06630611,BIOLOGICAL,High dose IL-2
NCT06630611,BIOLOGICAL,IL-2 analog
NCT03236987,DRUG,Clarithromycin 1000 MG
NCT03236987,DRUG,Azithromycin 250 mg
NCT03236987,DRUG,Rifampicin
NCT03236987,DRUG,Ethambutol
NCT06742021,DIAGNOSTIC_TEST,Application Value of MRI Imaging in Treatment Decision-Making for Lung Cancer
NCT06270199,BIOLOGICAL,Control
NCT06270199,BIOLOGICAL,Allogenic fetal mesenchymal stem cells from umbilical cord - three infusions
NCT06270199,BIOLOGICAL,Allogenic fetal mesenchymal stem cells from umbilical cord - six infusions
NCT06218914,BIOLOGICAL,"NT-112: Autologous, engineered T Cells targeting KRAS G12D"
NCT06218914,BIOLOGICAL,"AZD0240: Autologous, engineered T Cells targeting KRAS G12D"
NCT07125352,OTHER,neutrophil lymphocyte ratio in COPD patients
NCT07529834,OTHER,Cycling Training (Moderate-intensity continuous training)
NCT07529834,OTHER,Pilates Breathing
NCT07529834,OTHER,Diaphragmatic Breathing
NCT04214587,DIAGNOSTIC_TEST,tissue and blood sampling
NCT07232849,DRUG,HRS-4508 tablet
NCT05528458,DRUG,Osimertinib 80Mg Tab
NCT05049889,OTHER,Terrestrial exercise
NCT05049889,OTHER,Swimming exercise
NCT05049889,DEVICE,Transthoracic cardiac ultrasound
NCT05049889,DEVICE,Transthoracic pulmonary ultrasound
NCT05049889,BIOLOGICAL,Blood collection
NCT06621563,DRUG,HS-20117 combined HS-20093
NCT06621563,DRUG,HS-20117 combined Platinum-containing chemotherapy
NCT06621563,DRUG,HS-20117 combined HS-20093 and 5-FU
NCT06621563,DRUG,HS-20117+CAPEOX
NCT06621563,DRUG,HS-20117+FOLFIRI
NCT06621563,DRUG,HS-20117+mFOLFOX6
NCT06907615,DRUG,HLX43 DOSE 1 (2.0 mg/kg)
NCT06907615,DRUG,HLX43 DOSE 2 (2.5 mg/kg)
NCT07296887,OTHER,Financial education information
NCT07296887,OTHER,CARE Tool
NCT07296887,OTHER,CARE Tool Training
NCT07485452,DRUG,Osimertinib & febuxostat
NCT05279040,DRUG,Trikafta
NCT06536543,OTHER,Acute Respiratory Distress Syndrom (ARDS) treated with Prone Position (PP) equipped with Electrical Impedance Tomography (EIT)
NCT06793215,DRUG,Divarasib
NCT06793215,DRUG,Pembrolizumab
NCT06793215,DRUG,Pemetrexed
NCT06793215,DRUG,Carboplatin
NCT06793215,DRUG,Cisplatin
NCT07214376,DEVICE,Pulmonary Artery Denervation (PADN)
NCT07214376,DEVICE,Sham procedure control
NCT07330050,BIOLOGICAL,Whole Agonist-Stimulated T (WAST) cells injection
NCT07330050,DRUG,Docetaxel
NCT07050043,DRUG,Nivolumab 40mg
